base_datos,id_anuncio,ciudad,barrio_oficial,id_barrio_oficial,tipo_inmueble,habitaciones,metros_cuadrados,num_planta,precio_inmueble,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,ROI365_%,puntuacion_ROI365
Idealista,108479374,Valencia,El Cabanyal - El Canyamelar,335074,Casa,2.0,97.0,,314900.0,115.6,0.2972,1-barrio+habitaciones,2.59,Baja rentabilidad
Idealista,110855333,Valencia,El Cabanyal - El Canyamelar,335074,Estudio,1.0,77.0,,238000.0,87.55,0.2972,1-barrio+habitaciones,2.59,Baja rentabilidad
Idealista,109934800,Valencia,El Carme,314078,Piso,2.0,70.0,2.0,330000.0,111.35,0.3236,1-barrio+habitaciones,2.59,Baja rentabilidad
Idealista,109338195,Valencia,El Cabanyal - El Canyamelar,335074,Dúplex,3.0,80.0,1.0,339000.0,124.525,0.2972,1-barrio+habitaciones,2.59,Baja rentabilidad
Fotocasa,188189004,Valencia,Russafa,325228,Piso,2.0,67.0,1.0,295000.0,107.95,0.2974,1-barrio+habitaciones,2.58,Baja rentabilidad
Idealista,109338487,Valencia,Russafa,325228,Piso,2.0,84.0,0.0,295000.0,107.95,0.2974,1-barrio+habitaciones,2.58,Baja rentabilidad
Fotocasa,189453017,Valencia,Aiora,306005,Piso,2.0,73.0,2.0,290000.0,94.35,0.3326,1-barrio+habitaciones,2.57,Baja rentabilidad
Fotocasa,189342202,Valencia,Exposició,325111,Piso,4.0,94.0,3.0,395000.0,99.025,0.4327,2-barrio,2.57,Baja rentabilidad
Idealista,111285940,Valencia,El Cabanyal - El Canyamelar,335074,Estudio,1.0,50.0,1.0,240000.0,87.55,0.2972,1-barrio+habitaciones,2.57,Baja rentabilidad
Fotocasa,189188615,Valencia,Aiora,306005,Ático,4.0,171.0,15.0,540000.0,175.1,0.3326,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,110857659,Valencia,El Cabanyal - El Canyamelar,335074,Piso,2.0,83.0,0.0,319000.0,115.6,0.2972,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,111356312,Valencia,El Carme,314078,Piso,3.0,93.0,1.0,358400.0,119.425,0.3236,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,101690877,Valencia,El Carme,314078,Piso,3.0,93.0,0.0,358400.0,119.425,0.3236,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,111178450,Valencia,El Carme,314078,Piso,3.0,120.0,0.0,358400.0,119.425,0.3236,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,110996520,Valencia,Aiora,306005,Ático,4.0,171.0,8.0,540000.0,175.1,0.3326,1-barrio+habitaciones,2.56,Baja rentabilidad
Idealista,110715303,Valencia,Russafa,325228,Piso,3.0,117.0,,449990.0,162.35,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Fotocasa,189372122,Valencia,Russafa,325228,Piso,1.0,60.0,0.0,239900.0,86.7,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Fotocasa,187077892,Valencia,Russafa,325228,Piso,1.0,59.0,0.0,239900.0,86.7,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Idealista,109337821,Valencia,Russafa,325228,Piso,4.0,157.0,1.0,450000.0,162.35,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Fotocasa,185849301,Valencia,Russafa,325228,Piso,3.0,113.0,2.0,449000.0,162.35,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Idealista,111350348,Valencia,Russafa,325228,Piso,4.0,97.0,2.0,450000.0,162.35,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Idealista,110506228,Valencia,Russafa,325228,Piso,3.0,115.0,4.0,450000.0,162.35,0.2974,1-barrio+habitaciones,2.55,Baja rentabilidad
Idealista,111183985,Valencia,El Cabanyal - El Canyamelar,335074,Piso,5.0,193.0,1.0,550000.0,198.05,0.2972,1-barrio+habitaciones,2.54,Baja rentabilidad
Idealista,111344529,Valencia,Camí Fondo,306035,Piso,2.0,85.0,1.0,295000.0,86.7,0.3628,1-barrio+habitaciones,2.53,Baja rentabilidad
Idealista,110670915,Valencia,Russafa,325228,Estudio,1.0,60.0,2.0,242000.0,86.7,0.2974,1-barrio+habitaciones,2.53,Baja rentabilidad
Idealista,107815632,Valencia,El Carme,314078,Piso,3.0,87.0,1.0,364000.0,119.425,0.3236,1-barrio+habitaciones,2.52,Baja rentabilidad
Idealista,111268375,Valencia,Aiora,306005,Piso,3.0,94.0,3.0,310000.0,99.025,0.3326,1-barrio+habitaciones,2.52,Baja rentabilidad
Idealista,111342319,Valencia,Aiora,306005,Piso,3.0,64.0,3.0,310000.0,99.025,0.3326,1-barrio+habitaciones,2.52,Baja rentabilidad
Idealista,111250212,Valencia,El Pilar,314095,Piso,5.0,77.0,0.0,325000.0,107.95,0.3196,1-barrio+habitaciones,2.52,Baja rentabilidad
Idealista,111198766,Valencia,El Pilar,314095,Piso,5.0,78.0,0.0,325000.0,107.95,0.3196,1-barrio+habitaciones,2.52,Baja rentabilidad
Idealista,111061200,Valencia,El Carme,314078,Piso,2.0,70.0,1.0,340000.0,111.35,0.3236,1-barrio+habitaciones,2.51,Baja rentabilidad
Idealista,111205036,Valencia,El Cabanyal - El Canyamelar,335074,Piso,3.0,91.0,5.0,350000.0,124.525,0.2972,1-barrio+habitaciones,2.51,Baja rentabilidad
Idealista,110166787,Valencia,La Roqueta,314154,Piso,3.0,118.0,2.0,550000.0,186.575,0.3105,1-barrio+habitaciones,2.5,Baja rentabilidad
Idealista,105863770,Valencia,Aiora,306005,Piso,2.0,60.0,0.0,298000.0,94.35,0.3326,1-barrio+habitaciones,2.5,Baja rentabilidad
Idealista,110611827,Valencia,La Roqueta,314154,Ático,1.0,60.0,4.0,270000.0,91.8,0.3105,1-barrio+habitaciones,2.5,Baja rentabilidad
Fotocasa,189057555,Valencia,La Roqueta,314154,Piso,2.0,92.0,9.0,425000.0,144.075,0.3105,1-barrio+habitaciones,2.5,Baja rentabilidad
Idealista,109509786,Valencia,El Pilar,314095,Piso,2.0,60.0,2.0,285000.0,93.925,0.3196,1-barrio+habitaciones,2.5,Baja rentabilidad
Idealista,111273036,Valencia,Campanar,307034,Piso,3.0,67.0,,200000.0,69.7,0.3023,2-barrio,2.5,Baja rentabilidad
Idealista,111289368,Valencia,El Carme,314078,Ático,4.0,64.0,3.0,296000.0,96.05,0.3236,2-barrio,2.49,Baja rentabilidad
Idealista,109986701,Valencia,Aiora,306005,Piso,2.0,98.0,3.0,299000.0,94.35,0.3326,1-barrio+habitaciones,2.49,Baja rentabilidad
Fotocasa,189426418,Valencia,Russafa,325228,Piso,3.0,96.0,4.0,460000.0,162.35,0.2974,1-barrio+habitaciones,2.49,Baja rentabilidad
Idealista,110455379,Valencia,Russafa,325228,Estudio,1.0,61.0,2.0,247000.0,86.7,0.2974,1-barrio+habitaciones,2.48,Baja rentabilidad
Idealista,110729388,Valencia,Aiora,306005,Piso,3.0,70.0,4.0,315000.0,99.025,0.3326,1-barrio+habitaciones,2.48,Baja rentabilidad
Fotocasa,188091224,Valencia,La Roqueta,314154,Piso,2.0,130.0,,430000.0,144.075,0.3105,1-barrio+habitaciones,2.47,Baja rentabilidad
Fotocasa,188066453,Valencia,El Cabanyal - El Canyamelar,335074,Ático,1.0,45.0,3.0,250000.0,87.55,0.2972,1-barrio+habitaciones,2.47,Baja rentabilidad
Idealista,109186434,Valencia,El Carme,314078,Dúplex,1.0,61.0,2.0,280000.0,90.1,0.3236,1-barrio+habitaciones,2.47,Baja rentabilidad
Fotocasa,188773846,Valencia,El Cabanyal - El Canyamelar,335074,Piso,2.0,78.0,2.0,329900.0,115.6,0.2972,1-barrio+habitaciones,2.47,Baja rentabilidad
Idealista,109804465,Valencia,El Cabanyal - El Canyamelar,335074,Piso,1.0,45.0,3.0,250000.0,87.55,0.2972,1-barrio+habitaciones,2.47,Baja rentabilidad
Idealista,106638164,Valencia,Russafa,325228,Piso,3.0,110.0,2.0,466000.0,162.35,0.2974,1-barrio+habitaciones,2.46,Baja rentabilidad
Idealista,109815257,Valencia,Russafa,325228,Piso,1.0,60.0,0.0,249900.0,86.7,0.2974,1-barrio+habitaciones,2.45,Baja rentabilidad
Idealista,110166724,Valencia,Russafa,325228,Estudio,1.0,37.0,1.0,250000.0,86.7,0.2974,1-barrio+habitaciones,2.45,Baja rentabilidad
Idealista,111039372,Valencia,El Cabanyal - El Canyamelar,335074,Piso,3.0,105.0,5.0,360000.0,124.525,0.2972,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,109556983,Valencia,El Pilar,314095,Piso,1.0,71.0,0.0,290000.0,93.5,0.3196,1-barrio+habitaciones,2.44,Baja rentabilidad
Fotocasa,188926967,Valencia,La Roqueta,314154,Piso,2.0,91.0,2.0,435000.0,144.075,0.3105,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,110701572,Valencia,El Carme,314078,Piso,2.0,64.0,3.0,350000.0,111.35,0.3236,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,108666257,Valencia,Russafa,325228,Piso,3.0,101.0,9.0,470000.0,162.35,0.2974,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,108641107,Valencia,Russafa,325228,Piso,3.0,110.0,3.0,470000.0,162.35,0.2974,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,107609388,Valencia,El Carme,314078,Piso,2.0,55.0,0.0,350000.0,111.35,0.3236,1-barrio+habitaciones,2.44,Baja rentabilidad
Fotocasa,188881498,Valencia,El Carme,314078,Piso,2.0,75.0,3.0,349999.0,111.35,0.3236,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,111310275,Valencia,El Carme,314078,Piso,2.0,70.0,3.0,350000.0,111.35,0.3236,1-barrio+habitaciones,2.44,Baja rentabilidad
Idealista,111307773,Valencia,El Carme,314078,Ático,3.0,71.0,4.0,377000.0,119.425,0.3236,1-barrio+habitaciones,2.43,Baja rentabilidad
Idealista,107829064,Valencia,El Carme,314078,Piso,1.0,38.0,0.0,285000.0,90.1,0.3236,1-barrio+habitaciones,2.43,Baja rentabilidad
Fotocasa,188263484,Valencia,El Cabanyal - El Canyamelar,335074,Piso,2.0,86.0,,337750.0,115.6,0.2972,1-barrio+habitaciones,2.41,Baja rentabilidad
Idealista,109952763,Valencia,El Cabanyal - El Canyamelar,335074,Piso,2.0,85.0,2.0,337750.0,115.6,0.2972,1-barrio+habitaciones,2.41,Baja rentabilidad
Idealista,110096547,Valencia,El Pilar,314095,Piso,1.0,53.0,0.0,295000.0,93.5,0.3196,1-barrio+habitaciones,2.4,Baja rentabilidad
Idealista,106716585,Valencia,El Cabanyal - El Canyamelar,335074,Casa,2.0,113.0,,339000.0,115.6,0.2972,1-barrio+habitaciones,2.4,Baja rentabilidad
Idealista,110671043,Valencia,Russafa,325228,Estudio,1.0,60.0,6.0,255000.0,86.7,0.2974,1-barrio+habitaciones,2.4,Baja rentabilidad
Idealista,110834927,Valencia,El Carme,314078,Piso,3.0,94.0,2.0,382000.0,119.425,0.3236,1-barrio+habitaciones,2.4,Baja rentabilidad
Idealista,109605596,Valencia,El Pilar,314095,Piso,1.0,52.0,0.0,295000.0,93.5,0.3196,1-barrio+habitaciones,2.4,Baja rentabilidad
Fotocasa,188300618,Valencia,Camí Fondo,306035,Piso,5.0,100.0,2.0,327000.0,90.95,0.3628,2-barrio,2.39,Baja rentabilidad
Fotocasa,189552957,Valencia,El Carme,314078,Piso,2.0,73.0,,360000.0,111.35,0.3236,1-barrio+habitaciones,2.37,Baja rentabilidad
Fotocasa,189574810,Valencia,El Carme,314078,Piso,2.0,87.0,2.0,360000.0,111.35,0.3236,1-barrio+habitaciones,2.37,Baja rentabilidad
Idealista,110712184,Valencia,Campanar,307034,Piso,2.0,78.0,4.0,199000.0,65.875,0.3023,1-barrio+habitaciones,2.37,Baja rentabilidad
Idealista,111340646,Valencia,El Carme,314078,Piso,2.0,100.0,,360000.0,111.35,0.3236,1-barrio+habitaciones,2.37,Baja rentabilidad
Idealista,110671076,Valencia,Russafa,325228,Estudio,1.0,59.0,7.0,258000.0,86.7,0.2974,1-barrio+habitaciones,2.37,Baja rentabilidad
Idealista,111225026,Valencia,El Carme,314078,Casa,2.0,100.0,,360000.0,111.35,0.3236,1-barrio+habitaciones,2.37,Baja rentabilidad
Idealista,109766476,Valencia,El Cabanyal - El Canyamelar,335074,Casa,2.0,85.0,,345000.0,115.6,0.2972,1-barrio+habitaciones,2.36,Baja rentabilidad
